ID	Family	Genus	Species	Part	matched_name	taxon.synonyms	NCBITaxonomy	ott_id	query_otol_kingdom	query_otol_phylum	query_otol_class	query_otol_order	query_otol_family	query_otol_genus	query_otol_species
Syngonium peliocladum|WP	araceae	Syngonium	syngonium peliocladum	WP	Syngonium peliocladum	"['Pothos auritus', 'Syngonium affine', 'Syngonium amazonicum', 'Syngonium decipiens', 'Syngonium gracile', 'Syngonium peliocladum', 'Syngonium podophyllum typicum', 'Syngonium poeppigii', 'Syngonium riedelianum', 'Syngonium ruizii', 'Syngonium ternatum', 'Syngonium willdenowii', 'Syngonium xanthophilum', 'Xanthosoma gracile']"	267621|Syngonium podophyllum	352215	Archaeplastida	Streptophyta	Magnoliopsida	Alismatales	Araceae	Syngonium	Syngonium podophyllum
Syzygium malaccense|L	myrtaceae	Syzygium	syzygium malaccense	L	Syzygium malaccense	"['Caryophyllus malaccensis', 'Eugenia domestica', 'Eugenia macrophylla', 'Eugenia malaccensis', 'Eugenia pseudomalaccensis', 'Eugenia purpurascens', 'Eugenia purpurea', 'Jambosa domestica', 'Jambosa macrophylla', 'Jambosa malaccensis', 'Jambosa malaccensis purpurascens', 'Jambosa purpurascens', 'Jambosa purpurea', 'Myrtus macrophylla', 'Myrtus malaccensis']"	219892|Syzygium malaccense	466446	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium malaccense
Talipariti tiliaceum|L	malvaceae	Talipariti	talipariti tiliaceum	L	Talipariti tiliaceum	"['? tricuspe', 'Abelmoschus guineensis', 'Hibiscus abutiloides', 'Hibiscus boninensis', 'Hibiscus circinnatus', 'Hibiscus elatus', 'Hibiscus guineensis', 'Hibiscus tiliaceus', 'Hibiscus tiliaceus albiflorus', 'Hibiscus tiliaceus elatus', 'Hibiscus tiliaceus henryanus', 'Hibiscus tiliaceus immaculatus', 'Hibiscus tiliaceus purpurascens', 'Hibiscus tiliaceus sterilis', 'Hibiscus tiliaceus tiliaceus', 'Hibiscus tiliaceus tortuosus', 'Hibiscus tiliaceus typicus', 'Hibiscus tiliifolius', 'Hibiscus tortuosus', 'Parita tiliaceus', 'Pariti boninense', 'Pariti grande', 'Pariti tiliaceum', 'Pariti tiliaceum abortivum', 'Pariti tiliaceum albiflorum', 'Pariti tiliaceum foliis-tripartitis', 'Pariti tiliaceum immaculatum', 'Pariti tiliaceum trilobatum', 'Pariti tricuspe', 'Paritium abutiloides', 'Paritium circinnatum', 'Paritium guineense', 'Paritium purpurascens', 'Paritium tiliaceum', 'Paritium tiliifolium', 'Talipariti tiliaceaum', 'Talipariti tortuosum', 'Thespesia tiliaceum']"	183267|Talipariti tiliaceum	120948	Archaeplastida	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Talipariti	Talipariti tiliaceum
Talisia allenii|L	sapindaceae	Talisia	talisia allenii	L	Talisia allenii	"['Cupania macrophylla', 'Talisia allenii', 'Talisia elephantipes', 'Talisia pentantha', 'Talisia sancarlosiana']"		6127925	Archaeplastida	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Talisia	Talisia macrophylla
Senecio grandifolius|WP	asteraceae	Senecio	senecio grandifolius	WP	Senecio grandifolius	"['Senecio arborescens', 'Senecio chicharrensis', 'Senecio copeyensis', 'Senecio ghiesbreghtii', 'Senecio ghiesbreghtii ghiesbreghtii', 'Senecio grandifolius', 'Senecio grandifolius grandifolius', 'Senecio serraquitchensis', 'Telanthophora arborescens', 'Telanthophora chicharrensis', 'Telanthophora copeyensis', 'Telanthophora grandifolia serraquitchensis', 'Telanthophora serraquitchensis']"	422363|Telanthophora grandifolia	605853	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Telanthophora	Telanthophora grandifolia
Ternstroemia multiovulata|AE	theaceae	Ternstroemia	ternstroemia multiovulata	AE	Ternstroemia multiovulata	[]		6050836	Archaeplastida	Streptophyta	Magnoliopsida	Ericales	Pentaphylacaceae	Ternstroemia	Ternstroemia multiovulata
Tournefortia hirsutissima|WP	boraginaceae	Tournefortia	tournefortia hirsutissima	WP	Tournefortia hirsutissima	"['Heliotropium sarmentosum', 'Tournefortia acclinis', 'Tournefortia angustiflora', 'Tournefortia frangulifolia', 'Tournefortia glabrifolia', 'Tournefortia hirsuta', 'Tournefortia horsfieldii', 'Tournefortia macrophylla', 'Tournefortia orientalis', 'Tournefortia sarmentosa', 'Tournefortia sarmentosa magnifolia', 'Tournefortia urvilleana']"	168368|Tournefortia hirsutissima	579114	Archaeplastida	Streptophyta	Magnoliopsida	Boraginales	Heliotropiaceae	Tournefortia	Tournefortia hirsutissima
Tovomita longifolia|AE	clusiaceae	Tovomita	tovomita longifolia	AE	Tovomita longifolia	"['Clusia longifolia', 'Clusia sp. JA 3715', 'Micranthera clusiifolia', 'Micranthera clusioides', 'Tovomita clusiifolia', 'Tovomita clusioides', 'Tovomita richardiana']"	158962|Tovomita longifolia	176665	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Clusiaceae	Tovomita	Tovomita longifolia
Trattinnickia aspera|L	burseraceae	Trattinnickia	trattinnickia aspera	L	Trattinnickia aspera	"['Protium asperum', 'Trattinnickia barbourii']"	681500|Trattinnickia aspera	425683	Archaeplastida	Streptophyta	Magnoliopsida	Sapindales	Burseraceae	Trattinnickia	Trattinnickia aspera
Trichilia pallida|AE	meliaceae	Trichilia	trichilia pallida	AE	Trichilia pallida	"['Guarea obtusifolia', 'Hedwigia simplicifolia', 'Pholacilia diversifolia', 'Pholacilia trinitensis', 'Portesia diversifolia', 'Portesia echinocarpa', 'Portesia montana', 'Portesia ovata', 'Portesia simplicifolia', 'Portesia trinitensis', 'Trichilia brachystachya', 'Trichilia brasiliensis', 'Trichilia davisii', 'Trichilia diversifolia', 'Trichilia echinocarpa', 'Trichilia excelsa', 'Trichilia flava', 'Trichilia gigantophylla', 'Trichilia goudotiana', 'Trichilia laminensis', 'Trichilia lobulata', 'Trichilia macrophylla', 'Trichilia microphylla', 'Trichilia mollis', 'Trichilia montana', 'Trichilia montana acutivalvis', 'Trichilia pauciflora', 'Trichilia peruviana', 'Trichilia portoricensis', 'Trichilia pubescens', 'Trichilia riedelii', 'Trichilia simplicifolia', 'Trichilia skutchii', 'Trichilia subsimplex', 'Trichilia trinitensis', 'Trichilia triphylla', 'Trichilia truncata', 'Trichilia weddellii', 'Trichilia weddellii parvifolia', 'Trichilia weddellii stylosa']"	597422|Trichilia pallida	957670	Archaeplastida	Streptophyta	Magnoliopsida	Sapindales	Meliaceae	Trichilia	Trichilia pallida
Olmedia aspera|L	moraceae	Olmedia	olmedia aspera	L	Olmedia aspera	"['Olmedia aspera', 'Olmedia caucana', 'Olmedia falcifolia', 'Olmedia poeppigiana', 'Trophis aurantiaca']"	681501|Trophis caucana	425685	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Moraceae	Trophis	Trophis caucana
Trophis racemosa|L	moraceae	Trophis	trophis racemosa	L	Trophis racemosa	"['Bucephalon racemosum', 'Clarisia urophylla', 'Pseudolmedia karstenii', 'Sahagunia urophylla', 'Sorocea colombiana', 'Trophis americana', 'Trophis americana meridionalis', 'Trophis americana ramon', 'Trophis racemosa meridionalis', 'Trophis ramon']"	241934|Trophis racemosa	250420	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Moraceae	Trophis	Trophis racemosa
Turnera angustifolia|WP	turneraceae	Turnera	turnera angustifolia	WP	Turnera angustifolia	[]	1908416|Turnera angustifolia	5750278	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Turnera	Turnera angustifolia
Urera simplex|AE	urticaceae	Urera	urera simplex	AE	Urera simplex	"['Urera boliviensis', 'Urera eggersii', 'Urera tuerckheimii']"	1130852|Urera simplex	375573	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Urera	Urera simplex
Urochloa decumbens|WP	poaceae	Urochloa	urochloa decumbens	WP	Urochloa decumbens	['Brachiaria decumbens']	240449|Urochloa decumbens	896864	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Urochloa	Urochloa decumbens
Carica pennata|L	caricaceae	Carica	carica pennata	L	Carica pennata	"['Carica boissieri', 'Carica bourgeaui', 'Carica cauliflora', 'Carica pennata', 'Carica quinqueloba', 'Papaya bourgeaui', 'Papaya cauliflora', 'Vasconcellea boissieri']"	262677|Vasconcellea cauliflora	535096	Archaeplastida	Streptophyta	Magnoliopsida	Brassicales	Caricaceae	Vasconcellea	Vasconcellea cauliflora
Verbesina myriocephala|L	asteraceae	Verbesina	verbesina myriocephala	L	Verbesina myriocephala	"['Verbesina costaricensis', 'Verbesina gigantoides']"	121905|Verbesina myriocephala	750174	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Verbesina	Verbesina myriocephala
Virola multiflora|AE	myristicaceae	Virola	virola multiflora	AE	Virola multiflora	"['Dialyanthera multiflora', 'Virola brachycarpa']"	672152|Virola multiflora	106901	Archaeplastida	Streptophyta	Magnoliopsida	Magnoliales	Myristicaceae	Virola	Virola multiflora
Vochysia megalophylla|AE	vochysiaceae	Vochysia	vochysia megalophylla	AE	Vochysia megalophylla	[]		6123623	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Vochysiaceae	Vochysia	Vochysia megalophylla
Weinmannia fagaroides|AE	cunoniaceae	Weinmannia	weinmannia fagaroides	AE	Weinmannia fagaroides	"['Weinmannia baccariniana caracasana', 'Weinmannia fagaroides brevispicata', 'Weinmannia microphylla caracasana', 'Weinmannia microphylla fagaroides', 'Weinmannia roraimensis', 'Weinmannia tamana', 'Windmannia fagaroides']"		5748939	Archaeplastida	Streptophyta	Magnoliopsida	Oxalidales	Cunoniaceae	Weinmannia	Weinmannia fagaroides
Werauhia ororiensis|WP	bromeliaceae	Werauhia	werauhia ororiensis	WP	Werauhia ororiensis	"['Guzmania ororiensis', 'Thecophyllum crassiflorum', 'Thecophyllum cylindraceum', 'Thecophyllum irazuense', 'Thecophyllum kupperi', 'Thecophyllum ororiense', 'Thecophyllum standleyi', 'Vriesea crassiflora', 'Vriesea cylindracea', 'Vriesea irazuensis', 'Vriesea kupperi', 'Vriesea ororiensis', 'Vriesea standleyi']"	294115|Werauhia ororiensis	23070	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Werauhia	Werauhia ororiensis
Xylopia frutescens|AE	annonaceae	Xylopia	xylopia frutescens	AE	Xylopia frutescens	"['Diospyros xylopioides', 'Xylopia meridensis', 'Xylopia polyantha nicaraguensis', 'Xylopia setosa', 'Xylopicrum frutescens']"	306916|Xylopia frutescens	76994	Archaeplastida	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Xylopia	Xylopia frutescens
Zoysia matrella|WP	poaceae	Zoysia	zoysia matrella	WP	Zoysia matrella	"['Agrostis matrella', 'Matrella juncea', 'Milium maritimum', 'Milium matrella', 'Osterdamia matrella', 'Panicum bradypus', 'Panicum crinum-ursi', 'Zoysia matrella typica', 'Zoysia setacea']"	38722|Zoysia matrella	205630	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Zoysia	Zoysia matrella
Zuelania guidonia|L	flacourtiaceae	Zuelania	zuelania guidonia	L	Zuelania guidonia	"['? laetioides', 'Casearia guidonia', 'Casearia icosandra', 'Casearia laetioides', 'Guidonia icosandra', 'Guidonia laetioides', 'Laetia crenata', 'Laetia guidonia', 'Laetia longifolia', 'Samyda icosandra', 'Thiodia laetioides', 'Thiodia serrata', 'Zuelania crenata', 'Zuelania icosandra', 'Zuelania laetioides', 'Zuelania longifolia', 'Zuelania roussoviae']"	312408|Zuelania guidonia	1029885	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Zuelania	Zuelania guidonia
